,title,price,link
20,"ASUS Zenbook 14, Intel Core Ultra 5, 14"" 3K OLED 16:10 120 Hz, Thin & Light Laptop, Built-in AI (16GB RAM/1 TB//Win 11/Office 2021/Backlit/Touchscreen/75WHr /Ponder Blue/1.28 Kg), UX3405MA-PZ552WS  ","1,07,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToyOTI1NTk4NjYyNTEwMjAzOjE3MjE2NjI3MzA6c3BfYnRmOjMwMDI1MDgzOTUyMDQzMjo6MDo6&url=%2FASUS-Zenbook-Intel-Ultra-Built%2Fdp%2FB0D89NT6VZ%2Fref%3Dsr_1_53_sspa%3Fcrid%3D1ERF41KBXZZUQ%26dib%3DeyJ2IjoiMSJ9.BxXJ0dFDszzney6V-d5ouaL90h12h0DFE7TMVTcv_cC10LRNWlu2LqcxNIFlVT8KEr-N174p9wDLLnHbBsag1MWsJRojVvga8SjRDDYPexF9_kT-N40YfXhZk9ee-BL1auX8Nn90Y7yCKcjbJEMomSUdW2HmPC8T__lyT1odOseBzZmmbL0_immgYfWh-dKMuX1TTFHsqxtNqVnuPM71oB6bgQiBViNtSi52981AGOI.-Kc9bO73OQJf1UQfxSShNQ_uhHm9wTkCmT8Maimp5vA%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1721662730%26sprefix%3Dlaptop%252Caps%252C273%26sr%3D8-53-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
21,"Lenovo IdeaPad 1 AMD Athlon Silver 7120U 15.6"" HD Thin and Light Laptop (8GB/512GB SDD/Windows 11 Home/1Year Warranty/MS Office/Cloud Grey/1.58Kg), 82VG00EQIN  ","27,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToyOTI1NTk4NjYyNTEwMjAzOjE3MjE2NjI3MzA6c3BfYnRmOjMwMDExMTAyNjE4MTQzMjo6MDo6&url=%2FLenovo-IdeaPad-Windows-Warranty-82VG00EQIN%2Fdp%2FB0CN18M8CM%2Fref%3Dsr_1_54_sspa%3Fcrid%3D1ERF41KBXZZUQ%26dib%3DeyJ2IjoiMSJ9.BxXJ0dFDszzney6V-d5ouaL90h12h0DFE7TMVTcv_cC10LRNWlu2LqcxNIFlVT8KEr-N174p9wDLLnHbBsag1MWsJRojVvga8SjRDDYPexF9_kT-N40YfXhZk9ee-BL1auX8Nn90Y7yCKcjbJEMomSUdW2HmPC8T__lyT1odOseBzZmmbL0_immgYfWh-dKMuX1TTFHsqxtNqVnuPM71oB6bgQiBViNtSi52981AGOI.-Kc9bO73OQJf1UQfxSShNQ_uhHm9wTkCmT8Maimp5vA%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1721662730%26sprefix%3Dlaptop%252Caps%252C273%26sr%3D8-54-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
22,"MSI PRO MP251 24.5 Inch Full HD Office Monitor - 1920 x 1080 IPS Panel, 100 Hz, Eye-Friendly Screen, Built-in Speakers, Tilt-Adjustable - HDMI 1.4b, D-Sub (VGA)  ","7,499",https://amazon.in/https://aax-eu.amazon.in/x/c/JO8DR5K-hSGeU0nXTtNsLlIAAAGQ2xhwTQMAAAH2AQBvbm9fdHhuX2JpZDIgICBvbm9fdHhuX2ltcDEgICCxKvfo/https://www.amazon.in/MSI-PRO-MP251-Office-Monitor/dp/B0CLLK6JCW/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.c5b3dba6-0c9f-4770-a2a1-befba5d5d1a7%3Aamzn1.sym.c5b3dba6-0c9f-4770-a2a1-befba5d5d1a7&crid=1ERF41KBXZZUQ&cv_ct_cx=laptop&dib=eyJ2IjoiMSJ9._w7PUYtQGndUImEBq50p2Q.SxQp8kC88A3VVbnNLR6dxaSYOaRj4fKGdFOuwPHAVgo&dib_tag=se&keywords=laptop&pd_rd_i=B0CLLK6JCW&pd_rd_r=660d36b0-2e1a-4091-9e90-a5c9b006e926&pd_rd_w=2IF7j&pd_rd_wg=rzR7l&pf_rd_p=c5b3dba6-0c9f-4770-a2a1-befba5d5d1a7&pf_rd_r=PJAT32Z3ZKSMWRSV9W8Z&qid=1721662730&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=laptop%2Caps%2C273&sr=1-33-55679f55-dd28-42e2-aed8-9d76ff9bea0b
23,"Lenovo IdeaPad Gaming 3 AMD Ryzen 7 7735HS 15.6"" (39.62cm) FHD IPS 120Hz Gaming Laptop (16GB/512GB SSD/Win11/Office 2021/NVIDIA RTX 3050 6GB/Alexa/3 Month Game Pass/Onyx Grey/2.3Kg), 82SB00QSIN  ","70,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo4NjQ1Njk0NTQ4NjEwMjAzOjE3MjE2NjI3NDg6c3BfYXRmX25leHQ6MzAwMjQ4MzM0MjczNzMyOjowOjo&url=%2FLenovo-IdeaPad-Gaming-39-62cm-82SB00QSIN%2Fdp%2FB0D8HXWJFK%2Fref%3Dsr_1_49_sspa%3Fcrid%3D1ERF41KBXZZUQ%26dib%3DeyJ2IjoiMSJ9.OJM7uV9fp9YnMpldHZrHqXzbXi69NkXvJXKKUCUSbW9wbgPMPAa86Dh3KABTC7rMssPOguZC0ORC05DEDj28uoQqLAFkTj5aR261A0Z7qI_Z9KDF9GVrmoyY9FznJ3vgyND1dIWYNwUSWJKvUk_EEpE9LaTKOCHLS5G78q_vUaUXi9jkQIwLkUaLMgbeQqWcJzwbyVpQ2f7epa0CDHBOTyUe-t4SBi9Ne8BIUFZNLBU.gHqvqxIXzgkcDeY59yvCkBMmYhQ68TaN1_2qW7g58bM%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1721662748%26sprefix%3Dlaptop%252Caps%252C273%26sr%3D8-49-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
24,"Lenovo Yoga 9 13th Gen Intel Evo i7 1360P 14""(35.56cm) 4K OLED 2-in-1 400Nits Laptop (16GB/1TB SSD/Win 11/Office 2021/Backlit KB/Pen 2.0/1Yr Warranty/Alexa/3 Month Game Pass/Oatmeal/1.4Kg) 83B1004XIN  ","1,75,190",https://amazon.in//sspa/click?ie=UTF8&spc=MTo4NjQ1Njk0NTQ4NjEwMjAzOjE3MjE2NjI3NDg6c3BfYXRmX25leHQ6MzAwMjUxMjc4Mzc1NDMyOjowOjo&url=%2FLenovo-35-56cm-400Nits-Warranty-83B1002GIN%2Fdp%2FB0BS96MXT3%2Fref%3Dsr_1_50_sspa%3Fcrid%3D1ERF41KBXZZUQ%26dib%3DeyJ2IjoiMSJ9.OJM7uV9fp9YnMpldHZrHqXzbXi69NkXvJXKKUCUSbW9wbgPMPAa86Dh3KABTC7rMssPOguZC0ORC05DEDj28uoQqLAFkTj5aR261A0Z7qI_Z9KDF9GVrmoyY9FznJ3vgyND1dIWYNwUSWJKvUk_EEpE9LaTKOCHLS5G78q_vUaUXi9jkQIwLkUaLMgbeQqWcJzwbyVpQ2f7epa0CDHBOTyUe-t4SBi9Ne8BIUFZNLBU.gHqvqxIXzgkcDeY59yvCkBMmYhQ68TaN1_2qW7g58bM%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1721662748%26sprefix%3Dlaptop%252Caps%252C273%26sr%3D8-50-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
25,"Dell [Smartchoice G15-5530 Gaming Laptop, Intel Core i5-13450HX, 16GB DDR5, 1TB, NVIDIA RTX 3050,6GB GDDR6,15.6"" (39.62cm) FHD 120Hz 250 nits,Backlit KB Orange,Win 11 + MSO'21,Dark Shadow Gray,2.65kg  ","77,490",https://amazon.in//Dell-Smartchoice-G15-5530-Gaming-i5-13450HX/dp/B0CRKXDX83/ref=sr_1_51?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9.OJM7uV9fp9YnMpldHZrHqXzbXi69NkXvJXKKUCUSbW9wbgPMPAa86Dh3KABTC7rMssPOguZC0ORC05DEDj28uoQqLAFkTj5aR261A0Z7qI_Z9KDF9GVrmoyY9FznJ3vgyND1dIWYNwUSWJKvUk_EEpE9LaTKOCHLS5G78q_vUaUXi9jkQIwLkUaLMgbeQqWcJzwbyVpQ2f7epa0CDHBOTyUe-t4SBi9Ne8BIUFZNLBU.gHqvqxIXzgkcDeY59yvCkBMmYhQ68TaN1_2qW7g58bM&dib_tag=se&keywords=laptop&qid=1721662748&sprefix=laptop%2Caps%2C273&sr=8-51
26,"Dell 15 Thin & Light Laptop, 12th Gen Intel Core i5-1235U Processor, 8GB, 512GB SSD, 15.6"" (39.62cm) FHD Display, Windows 11 + MSO'21, 15 Month McAfee Antivirus, Black, Spill-Resistant Keyboard,1.66kg  ","46,490",https://amazon.in//Dell-i5-1235U-Processor-Antivirus-Spill-Resistant/dp/B0CSG4G18G/ref=sr_1_52?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9.OJM7uV9fp9YnMpldHZrHqXzbXi69NkXvJXKKUCUSbW9wbgPMPAa86Dh3KABTC7rMssPOguZC0ORC05DEDj28uoQqLAFkTj5aR261A0Z7qI_Z9KDF9GVrmoyY9FznJ3vgyND1dIWYNwUSWJKvUk_EEpE9LaTKOCHLS5G78q_vUaUXi9jkQIwLkUaLMgbeQqWcJzwbyVpQ2f7epa0CDHBOTyUe-t4SBi9Ne8BIUFZNLBU.gHqvqxIXzgkcDeY59yvCkBMmYhQ68TaN1_2qW7g58bM&dib_tag=se&keywords=laptop&qid=1721662748&sprefix=laptop%2Caps%2C273&sr=8-52
27,"Lenovo IdeaPad Slim 1 Intel Core Celeron N4020 14"" HD Thin and Light Laptop (8GB/512GB SSD/Windows 11 Home/Office 21/1Yr Warranty/Cloud Grey/1.3Kg), 82V6009LIN  ","25,990",https://amazon.in//Lenovo-IdeaPad-Celeron-Warranty-82V6009LIN/dp/B0D6Z2H2HR/ref=sr_1_53?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9.OJM7uV9fp9YnMpldHZrHqXzbXi69NkXvJXKKUCUSbW9wbgPMPAa86Dh3KABTC7rMssPOguZC0ORC05DEDj28uoQqLAFkTj5aR261A0Z7qI_Z9KDF9GVrmoyY9FznJ3vgyND1dIWYNwUSWJKvUk_EEpE9LaTKOCHLS5G78q_vUaUXi9jkQIwLkUaLMgbeQqWcJzwbyVpQ2f7epa0CDHBOTyUe-t4SBi9Ne8BIUFZNLBU.gHqvqxIXzgkcDeY59yvCkBMmYhQ68TaN1_2qW7g58bM&dib_tag=se&keywords=laptop&qid=1721662748&sprefix=laptop%2Caps%2C273&sr=8-53
28,"HP Laptop 15s, AMD Ryzen 3 5300U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, AMD Radeon graphics, Thin & light, Dual speakers (Win 11, MSO 2019, Silver, 1.69 kg), eq2143AU  ","29,990",https://amazon.in//HP-15-6inch-Micro-Edge-Anti-Glare-15s-Eq2143au/dp/B09R1MMMTH/ref=sr_1_7?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9.AgylnyZyRtUrvE1Rou7559RhWY1z2q9oLdH5F5eYDh5SJ7MrCAad2OV9XEl5zhbUrxC-qp4R5Re1r6BaqUBTX1ZUPZc_cXnhVgIhaVAt7YJ89I_kK7RHzx6OjV5aCbT_5GCA34J0dtnVlfKAMffXk_cwR2nuSQzQMP0JTAwA6ZWmJhATFR01sBAS-Ynb53bwcmZk_m-MgYbL1_dQFUJxtcaj1Ra1s6pJrXPQ60mjhAM.xWJv3GRGHpjnuY8hNO3vK9pDJQKSyqLffCvEiew8nxU&dib_tag=se&keywords=laptop&qid=1721662701&sprefix=laptop%2Caps%2C273&sr=8-7
29,"Acer Aspire Lite 12th Gen Intel Core i7-1255U Premium Metal Laptop (Windows 11 Home/16 GB RAM/512 GB SSD) AL15-52, 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 Kg  ","51,680",https://amazon.in//Acer-i7-1255U-Premium-Windows-AL15-52/dp/B0D262KC1J/ref=sr_1_54?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9.OJM7uV9fp9YnMpldHZrHqXzbXi69NkXvJXKKUCUSbW9wbgPMPAa86Dh3KABTC7rMssPOguZC0ORC05DEDj28uoQqLAFkTj5aR261A0Z7qI_Z9KDF9GVrmoyY9FznJ3vgyND1dIWYNwUSWJKvUk_EEpE9LaTKOCHLS5G78q_vUaUXi9jkQIwLkUaLMgbeQqWcJzwbyVpQ2f7epa0CDHBOTyUe-t4SBi9Ne8BIUFZNLBU.gHqvqxIXzgkcDeY59yvCkBMmYhQ68TaN1_2qW7g58bM&dib_tag=se&keywords=laptop&qid=1721662748&sprefix=laptop%2Caps%2C273&sr=8-54
30,"(Refurbished) Lenovo ThinkPad 8th Gen Intel Core i5 Thin & Light HD Laptop (8 GB DDR4 RAM/256 GB SSD/14"" (35.6 cm) HD/Windows 11/MS Office/WiFi/Webcam/Intel Graphics)  ","17,640",https://amazon.in//Refurbished-Lenovo-ThinkPad-Windows-Graphics/dp/B0CR49QPM9/ref=sr_1_55?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9.OJM7uV9fp9YnMpldHZrHqXzbXi69NkXvJXKKUCUSbW9wbgPMPAa86Dh3KABTC7rMssPOguZC0ORC05DEDj28uoQqLAFkTj5aR261A0Z7qI_Z9KDF9GVrmoyY9FznJ3vgyND1dIWYNwUSWJKvUk_EEpE9LaTKOCHLS5G78q_vUaUXi9jkQIwLkUaLMgbeQqWcJzwbyVpQ2f7epa0CDHBOTyUe-t4SBi9Ne8BIUFZNLBU.gHqvqxIXzgkcDeY59yvCkBMmYhQ68TaN1_2qW7g58bM&dib_tag=se&keywords=laptop&qid=1721662748&sprefix=laptop%2Caps%2C273&sr=8-55
31,"Acer Predator Helios Neo 16 Gaming Laptop 14th Gen Intel Core i7 Processor (Windows 11 Home/16 GB/1 TB SSD/NVIDIA GeForce RTX 4060) PHN16-72 with 40.64 cm (16"") WQXGA Display  ","1,44,990",https://amazon.in//Acer-Predator-Processor-Windows-PHN16-72/dp/B0CXPXW4VY/ref=sr_1_56?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9.OJM7uV9fp9YnMpldHZrHqXzbXi69NkXvJXKKUCUSbW9wbgPMPAa86Dh3KABTC7rMssPOguZC0ORC05DEDj28uoQqLAFkTj5aR261A0Z7qI_Z9KDF9GVrmoyY9FznJ3vgyND1dIWYNwUSWJKvUk_EEpE9LaTKOCHLS5G78q_vUaUXi9jkQIwLkUaLMgbeQqWcJzwbyVpQ2f7epa0CDHBOTyUe-t4SBi9Ne8BIUFZNLBU.gHqvqxIXzgkcDeY59yvCkBMmYhQ68TaN1_2qW7g58bM&dib_tag=se&keywords=laptop&qid=1721662748&sprefix=laptop%2Caps%2C273&sr=8-56
32,"Modern 14, Intel 12th Gen. i3 1215U,36CM Laptop(8GB/512GB NVMe SSD/Windows 11 Home/UHD Graphic/Classic Black/1.4Kg),C12MO-1205IN  ","29,990",https://amazon.in//Modern-Windows-Graphic-Classic-C12MO-1205IN/dp/B0D22L96QY/ref=sr_1_57?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9.OJM7uV9fp9YnMpldHZrHqXzbXi69NkXvJXKKUCUSbW9wbgPMPAa86Dh3KABTC7rMssPOguZC0ORC05DEDj28uoQqLAFkTj5aR261A0Z7qI_Z9KDF9GVrmoyY9FznJ3vgyND1dIWYNwUSWJKvUk_EEpE9LaTKOCHLS5G78q_vUaUXi9jkQIwLkUaLMgbeQqWcJzwbyVpQ2f7epa0CDHBOTyUe-t4SBi9Ne8BIUFZNLBU.gHqvqxIXzgkcDeY59yvCkBMmYhQ68TaN1_2qW7g58bM&dib_tag=se&keywords=laptop&qid=1721662748&sprefix=laptop%2Caps%2C273&sr=8-57
33,"HP Laptop 15, 12th Gen i3-1215U, 15.6-inch (39.6 cm), FHD, Anti-Glare, 8GB DDR4, 512GB SSD, Intel UHD Graphics, Dual Speakers, (Win 11, MSO 2021, Silver, 1.69 kg), 15s-fy5006TU  ","36,399",https://amazon.in//HP-i3-1215U-15-6-inch-Anti-Glare-15s-fy5006TU/dp/B0CJBL2QWY/ref=sr_1_58?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9.OJM7uV9fp9YnMpldHZrHqXzbXi69NkXvJXKKUCUSbW9wbgPMPAa86Dh3KABTC7rMssPOguZC0ORC05DEDj28uoQqLAFkTj5aR261A0Z7qI_Z9KDF9GVrmoyY9FznJ3vgyND1dIWYNwUSWJKvUk_EEpE9LaTKOCHLS5G78q_vUaUXi9jkQIwLkUaLMgbeQqWcJzwbyVpQ2f7epa0CDHBOTyUe-t4SBi9Ne8BIUFZNLBU.gHqvqxIXzgkcDeY59yvCkBMmYhQ68TaN1_2qW7g58bM&dib_tag=se&keywords=laptop&qid=1721662748&sprefix=laptop%2Caps%2C273&sr=8-58
34,"(Refurbished) Dell Latitude Laptop 7390 Intel Core i7 Mobile-8th Gen Processor, 4 GB Ram & 512 GB SSD, 13.3 Inches FHD 1080p 1.17KG Light Weight Notebook Computer  ","26,090",https://amazon.in//sspa/click?ie=UTF8&spc=MTo4NjQ1Njk0NTQ4NjEwMjAzOjE3MjE2NjI3NDg6c3BfbXRmOjIwMTI0NDQzMTc3MTk4OjowOjo&url=%2FRenewed-Dell-Latitude-Mobile-8th-Processor%2Fdp%2FB0BVZYNQ4Y%2Fref%3Dsr_1_59_sspa%3Fcrid%3D1ERF41KBXZZUQ%26dib%3DeyJ2IjoiMSJ9.OJM7uV9fp9YnMpldHZrHqXzbXi69NkXvJXKKUCUSbW9wbgPMPAa86Dh3KABTC7rMssPOguZC0ORC05DEDj28uoQqLAFkTj5aR261A0Z7qI_Z9KDF9GVrmoyY9FznJ3vgyND1dIWYNwUSWJKvUk_EEpE9LaTKOCHLS5G78q_vUaUXi9jkQIwLkUaLMgbeQqWcJzwbyVpQ2f7epa0CDHBOTyUe-t4SBi9Ne8BIUFZNLBU.gHqvqxIXzgkcDeY59yvCkBMmYhQ68TaN1_2qW7g58bM%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1721662748%26sprefix%3Dlaptop%252Caps%252C273%26sr%3D8-59-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
35,"ASUS Zenbook 14 OLED (2024), Intel EVO Core Ultra 5 125H, Built-in AI, 14""(35.56cm) FHD OLED, Thin and Light Laptop (16GB/1TB SSD/Windows 11/Intel Arc/Office 2021/75WH /Blue/1.22Kg), UX3405MA-QD552WS  ","1,11,652",https://amazon.in//sspa/click?ie=UTF8&spc=MTo4NjQ1Njk0NTQ4NjEwMjAzOjE3MjE2NjI3NDg6c3BfbXRmOjMwMDEzNzI0MTA5NTUzMjo6MDo6&url=%2FASUS-Zenbook-35-56cm-Windows-UX3405MA-QD552WS%2Fdp%2FB0CV16BSCB%2Fref%3Dsr_1_60_sspa%3Fcrid%3D1ERF41KBXZZUQ%26dib%3DeyJ2IjoiMSJ9.OJM7uV9fp9YnMpldHZrHqXzbXi69NkXvJXKKUCUSbW9wbgPMPAa86Dh3KABTC7rMssPOguZC0ORC05DEDj28uoQqLAFkTj5aR261A0Z7qI_Z9KDF9GVrmoyY9FznJ3vgyND1dIWYNwUSWJKvUk_EEpE9LaTKOCHLS5G78q_vUaUXi9jkQIwLkUaLMgbeQqWcJzwbyVpQ2f7epa0CDHBOTyUe-t4SBi9Ne8BIUFZNLBU.gHqvqxIXzgkcDeY59yvCkBMmYhQ68TaN1_2qW7g58bM%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1721662748%26sprefix%3Dlaptop%252Caps%252C273%26sr%3D8-60-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
36,"ASUS Vivobook Go 15, Intel Celeron N4500, 15.6""(39.62cm) FHD 16:9 60 Hz, Thin & Light Laptop (8GB RAM/512 SSD/Intel HD Graphics/Win 11/Office 2021/Fingerprint Sensor/Star Black/1.57 Kg),E510KA-EJ011WS  ","25,990",https://amazon.in//ASUS-Vivobook-Intel-Celeron-39-62cm/dp/B0D81DRTXQ/ref=sr_1_61?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9.OJM7uV9fp9YnMpldHZrHqXzbXi69NkXvJXKKUCUSbW9wbgPMPAa86Dh3KABTC7rMssPOguZC0ORC05DEDj28uoQqLAFkTj5aR261A0Z7qI_Z9KDF9GVrmoyY9FznJ3vgyND1dIWYNwUSWJKvUk_EEpE9LaTKOCHLS5G78q_vUaUXi9jkQIwLkUaLMgbeQqWcJzwbyVpQ2f7epa0CDHBOTyUe-t4SBi9Ne8BIUFZNLBU.gHqvqxIXzgkcDeY59yvCkBMmYhQ68TaN1_2qW7g58bM&dib_tag=se&keywords=laptop&qid=1721662748&sprefix=laptop%2Caps%2C273&sr=8-61
37,"Dell 14 Thin & Light Laptop, Intel Core i5-1235U Processor, 8GB + 512GB SSD, 14.0"" (35.62cm) FHD AG 250 nits Display, Windows 11 + MSO'21 & 15 Month McAfee, Grey, Spill-Resistant Keyboard, 1.48kg  ","46,990",https://amazon.in//Dell-Laptop-i5-1235U-Processor-Spill-Resistant/dp/B0D2DNCMB4/ref=sr_1_62?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9.OJM7uV9fp9YnMpldHZrHqXzbXi69NkXvJXKKUCUSbW9wbgPMPAa86Dh3KABTC7rMssPOguZC0ORC05DEDj28uoQqLAFkTj5aR261A0Z7qI_Z9KDF9GVrmoyY9FznJ3vgyND1dIWYNwUSWJKvUk_EEpE9LaTKOCHLS5G78q_vUaUXi9jkQIwLkUaLMgbeQqWcJzwbyVpQ2f7epa0CDHBOTyUe-t4SBi9Ne8BIUFZNLBU.gHqvqxIXzgkcDeY59yvCkBMmYhQ68TaN1_2qW7g58bM&dib_tag=se&keywords=laptop&qid=1721662748&sprefix=laptop%2Caps%2C273&sr=8-62
38,"HP Laptop 15, 13th Gen Intel Core i3-1315U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, Thin & light, Intel Iris Xáµ‰ graphics, Dual speakers (Win 11, MSO 2021, Silver, 1.59 kg), fd0006TU  ","39,990",https://amazon.in//HP-i3-1315U-15-6-inch-Graphics-Speakers/dp/B0C3RF3HT3/ref=sr_1_63?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9.OJM7uV9fp9YnMpldHZrHqXzbXi69NkXvJXKKUCUSbW9wbgPMPAa86Dh3KABTC7rMssPOguZC0ORC05DEDj28uoQqLAFkTj5aR261A0Z7qI_Z9KDF9GVrmoyY9FznJ3vgyND1dIWYNwUSWJKvUk_EEpE9LaTKOCHLS5G78q_vUaUXi9jkQIwLkUaLMgbeQqWcJzwbyVpQ2f7epa0CDHBOTyUe-t4SBi9Ne8BIUFZNLBU.gHqvqxIXzgkcDeY59yvCkBMmYhQ68TaN1_2qW7g58bM&dib_tag=se&keywords=laptop&qid=1721662748&sprefix=laptop%2Caps%2C273&sr=8-63
39,"HP Laptop 15s, 12th Gen Intel Core i5-1235U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel Iris Xe graphics, Backlit KB,MSO,Thin & Light, Dual speakers (Win 11, Silver, 1.69 kg), fq5330TU  ","49,990",https://amazon.in//HP-i5-1235U-15-6-inch-graphics-speakers/dp/B0CTKHTNWL/ref=sr_1_8?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9.AgylnyZyRtUrvE1Rou7559RhWY1z2q9oLdH5F5eYDh5SJ7MrCAad2OV9XEl5zhbUrxC-qp4R5Re1r6BaqUBTX1ZUPZc_cXnhVgIhaVAt7YJ89I_kK7RHzx6OjV5aCbT_5GCA34J0dtnVlfKAMffXk_cwR2nuSQzQMP0JTAwA6ZWmJhATFR01sBAS-Ynb53bwcmZk_m-MgYbL1_dQFUJxtcaj1Ra1s6pJrXPQ60mjhAM.xWJv3GRGHpjnuY8hNO3vK9pDJQKSyqLffCvEiew8nxU&dib_tag=se&keywords=laptop&qid=1721662701&sprefix=laptop%2Caps%2C273&sr=8-8
40,"HP Laptop 15,12th Gen Intel Core i3-1215U,15.6 inch(39.6 cm),FHD,Anti-Glare,8 GB DDR4,1 TB SSD,Windows 11,MSO,Dual Speakers,1.69 kg,Natural Silver,15s-fq5328TU  ","39,979",https://amazon.in//HP-i3-1215U-Anti-Glare-Speakers-15s-fq5328TU/dp/B0CYQ8DS2B/ref=sr_1_64?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9.OJM7uV9fp9YnMpldHZrHqXzbXi69NkXvJXKKUCUSbW9wbgPMPAa86Dh3KABTC7rMssPOguZC0ORC05DEDj28uoQqLAFkTj5aR261A0Z7qI_Z9KDF9GVrmoyY9FznJ3vgyND1dIWYNwUSWJKvUk_EEpE9LaTKOCHLS5G78q_vUaUXi9jkQIwLkUaLMgbeQqWcJzwbyVpQ2f7epa0CDHBOTyUe-t4SBi9Ne8BIUFZNLBU.gHqvqxIXzgkcDeY59yvCkBMmYhQ68TaN1_2qW7g58bM&dib_tag=se&keywords=laptop&qid=1721662748&sprefix=laptop%2Caps%2C273&sr=8-64
41,"Acer Aspire Lite 12th Gen Intel Core i3-1215U Thin and Light Metal Laptop (Windows 11 Home/8GB RAM/512GB SSD/Intel UHD Graphics/MSO) AL15-52, 39.62cm (15.6"") Full HD Display, Steel Gray, 1.59 KG  ","31,990",https://amazon.in//Acer-i3-1215U-Windows-Graphics-AL15-52/dp/B0CY1Z82QW/ref=sr_1_65?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9.OJM7uV9fp9YnMpldHZrHqXzbXi69NkXvJXKKUCUSbW9wbgPMPAa86Dh3KABTC7rMssPOguZC0ORC05DEDj28uoQqLAFkTj5aR261A0Z7qI_Z9KDF9GVrmoyY9FznJ3vgyND1dIWYNwUSWJKvUk_EEpE9LaTKOCHLS5G78q_vUaUXi9jkQIwLkUaLMgbeQqWcJzwbyVpQ2f7epa0CDHBOTyUe-t4SBi9Ne8BIUFZNLBU.gHqvqxIXzgkcDeY59yvCkBMmYhQ68TaN1_2qW7g58bM&dib_tag=se&keywords=laptop&qid=1721662748&sprefix=laptop%2Caps%2C273&sr=8-65
42,"ASUS [Smartchoice] ROG Strix G16, 16""(40.64cm) FHD+ 165Hz, 13th Gen Intel Core i7-13650HX, Gaming Laptop(16GB DDR5/1TB SSD/NVIDIA GeForce RTX 4060 /Win 11/MSO 21/Eclipse Gray/2.50 Kg), G614JV-N3474WS  ","1,39,990",https://amazon.in//ASUS-Smartchoice-40-64cm-i7-13650HX-G614JV-N3474WS/dp/B09TB4FPKW/ref=sr_1_66?crid=1ERF41KBXZZUQ&dib=eyJ2IjoiMSJ9.OJM7uV9fp9YnMpldHZrHqXzbXi69NkXvJXKKUCUSbW9wbgPMPAa86Dh3KABTC7rMssPOguZC0ORC05DEDj28uoQqLAFkTj5aR261A0Z7qI_Z9KDF9GVrmoyY9FznJ3vgyND1dIWYNwUSWJKvUk_EEpE9LaTKOCHLS5G78q_vUaUXi9jkQIwLkUaLMgbeQqWcJzwbyVpQ2f7epa0CDHBOTyUe-t4SBi9Ne8BIUFZNLBU.gHqvqxIXzgkcDeY59yvCkBMmYhQ68TaN1_2qW7g58bM&dib_tag=se&keywords=laptop&qid=1721662748&sprefix=laptop%2Caps%2C273&sr=8-66
